      1 GO:0000001	mitochondrion inheritance
      1 GO:0060421	positive regulation of heart growth
      1 GO:0060444	branching involved in mammary gland duct morphogenesis
      1 GO:0060457	negative regulation of digestive system process
      1 GO:0060567	negative regulation of DNA-templated transcription, termination
      1 GO:0060603	mammary gland duct morphogenesis
      1 GO:0060613	fat pad development
      1 GO:0060628	regulation of ER to Golgi vesicle-mediated transport
      1 GO:0060688	regulation of morphogenesis of a branching structure
      1 GO:0060698	endoribonuclease inhibitor activity
      1 GO:0060699	regulation of endoribonuclease activity
      1 GO:0060700	regulation of ribonuclease activity
      1 GO:0060701	negative regulation of ribonuclease activity
      1 GO:0060702	negative regulation of endoribonuclease activity
      1 GO:0060736	prostate gland growth
      1 GO:0060744	mammary gland branching involved in thelarche
      1 GO:0060761	negative regulation of response to cytokine stimulus
      1 GO:0060762	regulation of branching involved in mammary gland duct morphogenesis
      1 GO:0060810	intracellular mRNA localization involved in pattern specification process
      1 GO:0060811	intracellular mRNA localization involved in anterior/posterior axis specification
      1 GO:0060904	regulation of protein folding in endoplasmic reticulum
      1 GO:0060993	kidney morphogenesis
      1 GO:0061005	cell differentiation involved in kidney development
      1 GO:0061050	regulation of cell growth involved in cardiac muscle cell development
      1 GO:0061051	positive regulation of cell growth involved in cardiac muscle cell development
      1 GO:0061057	peptidoglycan recognition protein signaling pathway
      1 GO:0061064	negative regulation of nematode larval development
      1 GO:0061065	regulation of dauer larval development
      1 GO:0061084	negative regulation of protein refolding
      1 GO:0061086	negative regulation of histone H3-K27 methylation
      1 GO:0061087	positive regulation of histone H3-K27 methylation
      1 GO:0061088	regulation of sequestering of zinc ion
      1 GO:0061162	establishment of monopolar cell polarity
      1 GO:0061171	establishment of bipolar cell polarity
      1 GO:0061187	regulation of ribosomal DNA heterochromatin assembly
      1 GO:0061246	establishment or maintenance of bipolar cell polarity regulating cell shape
      1 GO:0061311	cell surface receptor signaling pathway involved in heart development
      1 GO:0061314	Notch signaling involved in heart development
      1 GO:0061318	renal filtration cell differentiation
      1 GO:0061337	cardiac conduction
      1 GO:0061339	establishment or maintenance of monopolar cell polarity
      1 GO:0061356	regulation of Wnt protein secretion
      1 GO:0061357	positive regulation of Wnt protein secretion
      1 GO:0061392	obsolete regulation of transcription from RNA polymerase II promoter in response to osmotic stress
      1 GO:0061393	obsolete positive regulation of transcription from RNA polymerase II promoter in response to osmotic stress
      1 GO:0061404	obsolete positive regulation of transcription from RNA polymerase II promoter in response to increased salt
      1 GO:0061416	obsolete regulation of transcription from RNA polymerase II promoter in response to salt stress
      1 GO:0061454	release of sequestered calcium ion into cytosol by Golgi
      1 GO:0061469	regulation of type B pancreatic cell proliferation
      1 GO:0061496	half bridge of mitotic spindle pole body
      1 GO:0061497	inner plaque of mitotic spindle pole body
      1 GO:0061499	outer plaque of mitotic spindle pole body
      1 GO:0061502	early endosome to recycling endosome transport
      1 GO:0061542	3-demethylubiquinol-n 3-O-methyltransferase activity
      1 GO:0061543	3-demethylubiquinol-6 3-O-methyltransferase activity
      1 GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity
      1 GO:0061606	N-terminal protein amino acid propionylation
      1 GO:0061624	fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate
      1 GO:0061625	glycolytic process through fructose-1-phosphate
      1 GO:0061635	regulation of protein complex stability
      1 GO:0061654	NEDD8 conjugating enzyme activity
      1 GO:0061656	SUMO conjugating enzyme activity
      1 GO:0061668	mitochondrial ribosome assembly
      1 GO:0061673	mitotic spindle astral microtubule
      1 GO:0061684	chaperone-mediated autophagy
      1 GO:0061687	detoxification of inorganic compound
      1 GO:0061700	GATOR2 complex
      1 GO:0061723	glycophagy
      1 GO:0061727	methylglyoxal catabolic process to lactate
      1 GO:0061741	chaperone-mediated protein transport involved in chaperone-mediated autophagy
      1 GO:0061802	anterior cell cortex
      1 GO:0061806	regulation of DNA recombination at centromere
      1 GO:0061836	intranuclear rod
      1 GO:0061856	Golgi calcium ion transmembrane transport
      1 GO:0061984	catabolite repression
      1 GO:0061985	carbon catabolite repression
      1 GO:0061986	negative regulation of transcription by glucose
      1 GO:0061987	negative regulation of transcription from RNA polymerase II promoter by glucose
      1 GO:0065001	specification of axis polarity
      1 GO:0065010	extracellular membrane-bounded organelle
      1 GO:0070039	rRNA (guanosine-2'-O-)-methyltransferase activity
      1 GO:0070069	cytochrome complex
      1 GO:0070076	histone lysine demethylation
      1 GO:0070092	regulation of glucagon secretion
      1 GO:0070094	positive regulation of glucagon secretion
      1 GO:0070095	fructose-6-phosphate binding
      1 GO:0070102	interleukin-6-mediated signaling pathway
      1 GO:0070150	mitochondrial glycyl-tRNA aminoacylation
      1 GO:0070154	mitochondrial lysyl-tRNA aminoacylation
      1 GO:0070178	D-serine metabolic process
      1 GO:0070189	kynurenine metabolic process
      1 GO:0070196	eukaryotic translation initiation factor 3 complex assembly
      1 GO:0070200	establishment of protein localization to telomere
      1 GO:0070209	ASTRA complex
      1 GO:0070212	protein poly-ADP-ribosylation
      1 GO:0070221	sulfide oxidation, using sulfide:quinone oxidoreductase
      1 GO:0070228	regulation of lymphocyte apoptotic process
      1 GO:0070229	negative regulation of lymphocyte apoptotic process
      1 GO:0070232	regulation of T cell apoptotic process
      1 GO:0070233	negative regulation of T cell apoptotic process
      1 GO:0070274	RES complex
      1 GO:0070276	halogen metabolic process
      1 GO:0070278	extracellular matrix constituent secretion
      1 GO:0070286	axonemal dynein complex assembly
      1 GO:0070297	regulation of phosphorelay signal transduction system
      1 GO:0070298	negative regulation of phosphorelay signal transduction system
      1 GO:0070319	Golgi to plasma membrane transport vesicle
      1 GO:0070328	triglyceride homeostasis
      1 GO:0070330	aromatase activity
      1 GO:0070344	regulation of fat cell proliferation
      1 GO:0070350	regulation of white fat cell proliferation
      1 GO:0070365	hepatocyte differentiation
      1 GO:0070370	cellular heat acclimation
      1 GO:0070401	NADP+ binding
      1 GO:0070403	NAD+ binding
      1 GO:0070408	carbamoyl phosphate metabolic process
      1 GO:0070409	carbamoyl phosphate biosynthetic process
      1 GO:0070412	R-SMAD binding
      1 GO:0070413	trehalose metabolism in response to stress
      1 GO:0070414	trehalose metabolism in response to heat stress
      1 GO:0070445	regulation of oligodendrocyte progenitor proliferation
      1 GO:0070447	positive regulation of oligodendrocyte progenitor proliferation
      1 GO:0070456	galactose-1-phosphate phosphatase activity
      1 GO:0070470	plasma membrane respirasome
      1 GO:0070510	regulation of histone H4-K20 methylation
      1 GO:0070512	positive regulation of histone H4-K20 methylation
      1 GO:0070528	protein kinase C signaling
      1 GO:0070530	K63-linked polyubiquitin modification-dependent protein binding
      1 GO:0070531	BRCA1-A complex
      1 GO:0070545	PeBoW complex
      1 GO:0070546	L-phenylalanine aminotransferase activity
      1 GO:0070550	rDNA condensation
      1 GO:0070557	PCNA-p21 complex
      1 GO:0070562	regulation of vitamin D receptor signaling pathway
      1 GO:0070564	positive regulation of vitamin D receptor signaling pathway
      1 GO:0070566	adenylyltransferase activity
      1 GO:0070567	cytidylyltransferase activity
      1 GO:0070568	guanylyltransferase activity
      1 GO:0070569	uridylyltransferase activity
      1 GO:0070584	mitochondrion morphogenesis
      1 GO:0070590	spore wall biogenesis
      1 GO:0070591	ascospore wall biogenesis
      1 GO:0070613	regulation of protein processing
      1 GO:0070615	nucleosome-dependent ATPase activity
      1 GO:0070637	pyridine nucleoside metabolic process
      1 GO:0070664	negative regulation of leukocyte proliferation
      1 GO:0070665	positive regulation of leukocyte proliferation
      1 GO:0070681	glutaminyl-tRNAGln biosynthesis via transamidation
      1 GO:0070695	FHF complex
      1 GO:0070717	poly-purine tract binding
      1 GO:0070723	response to cholesterol
      1 GO:0070726	cell wall assembly
      1 GO:0070733	protein adenylyltransferase activity
      1 GO:0070735	protein-glycine ligase activity
      1 GO:0070772	PAS complex
      1 GO:0070773	protein-N-terminal glutamine amidohydrolase activity
      1 GO:0070781	response to biotin
      1 GO:0070791	cleistothecium development
      1 GO:0070817	P-TEFb-cap methyltransferase complex localization
      1 GO:0070821	tertiary granule membrane
      1 GO:0070861	regulation of protein exit from endoplasmic reticulum
      1 GO:0070863	positive regulation of protein exit from endoplasmic reticulum
      1 GO:0070879	fungal-type cell wall beta-glucan metabolic process
      1 GO:0070880	fungal-type cell wall beta-glucan biosynthetic process
      1 GO:0070881	regulation of proline transport
      1 GO:0070885	negative regulation of calcineurin-NFAT signaling cascade
      1 GO:0070886	positive regulation of calcineurin-NFAT signaling cascade
      1 GO:0070888	E-box binding
      1 GO:0070901	mitochondrial tRNA methylation
      1 GO:0070912	Ddb1-Ckn1 complex
      1 GO:0070932	histone H3 deacetylation
      1 GO:0070936	protein K48-linked ubiquitination
      1 GO:0070940	dephosphorylation of RNA polymerase II C-terminal domain
      1 GO:0070948	regulation of neutrophil mediated cytotoxicity
      1 GO:0070949	regulation of neutrophil mediated killing of symbiont cell
      1 GO:0070953	regulation of neutrophil mediated killing of fungus
      1 GO:0070960	positive regulation of neutrophil mediated cytotoxicity
      1 GO:0070961	positive regulation of neutrophil mediated killing of symbiont cell
      1 GO:0070965	positive regulation of neutrophil mediated killing of fungus
      1 GO:0070966	nuclear-transcribed mRNA catabolic process, no-go decay
      1 GO:0070973	protein localization to endoplasmic reticulum exit site
      1 GO:0070977	bone maturation
      1 GO:0070989	oxidative demethylation
      1 GO:0070991	medium-chain-acyl-CoA dehydrogenase activity
      1 GO:0071001	U4/U6 snRNP
      1 GO:0071021	U2-type post-spliceosomal complex
      1 GO:0071031	nuclear mRNA surveillance of mRNA 3'-end processing
      1 GO:0071034	CUT catabolic process
      1 GO:0071039	nuclear polyadenylation-dependent CUT catabolic process
      1 GO:0071043	CUT metabolic process
      1 GO:0071044	histone mRNA catabolic process
      1 GO:0071077	adenosine 3',5'-bisphosphate transmembrane transporter activity
      1 GO:0071106	adenosine 3',5'-bisphosphate transmembrane transport
      1 GO:0071141	SMAD protein complex
      1 GO:0071163	DNA replication preinitiation complex assembly
      1 GO:0071164	RNA trimethylguanosine synthase activity
      1 GO:0071168	protein localization to chromatin
      1 GO:0071169	establishment of protein localization to chromatin
      1 GO:0071203	WASH complex
      1 GO:0071204	histone pre-mRNA 3'end processing complex
      1 GO:0071207	histone pre-mRNA stem-loop binding
      1 GO:0071208	histone pre-mRNA DCP binding
      1 GO:0071215	cellular response to abscisic acid stimulus
      1 GO:0071242	cellular response to ammonium ion
      1 GO:0071244	cellular response to carbon dioxide
      1 GO:0071249	cellular response to nitrate
      1 GO:0071255	Cvt vesicle assembly
      1 GO:0071256	translocon complex
      1 GO:0071257	cellular response to electrical stimulus
      1 GO:0071261	Ssh1 translocon complex
      1 GO:0071262	regulation of translational initiation in response to starvation
      1 GO:0071264	positive regulation of translational initiation in response to starvation
      1 GO:0071275	cellular response to aluminum ion
      1 GO:0071285	cellular response to lithium ion
      1 GO:0071316	cellular response to nicotine
      1 GO:0071324	cellular response to disaccharide stimulus
      1 GO:0071329	cellular response to sucrose stimulus
      1 GO:0071357	cellular response to type I interferon
      1 GO:0071361	cellular response to ethanol
      1 GO:0071365	cellular response to auxin stimulus
      1 GO:0071379	cellular response to prostaglandin stimulus
      1 GO:0071380	cellular response to prostaglandin E stimulus
      1 GO:0071384	cellular response to corticosteroid stimulus
      1 GO:0071385	cellular response to glucocorticoid stimulus
      1 GO:0071400	cellular response to oleic acid
      1 GO:0071422	succinate transmembrane transport
      1 GO:0071431	tRNA-containing ribonucleoprotein complex export from nucleus
      1 GO:0071446	cellular response to salicylic acid stimulus
      1 GO:0071455	cellular response to hyperoxia
      1 GO:0071459	protein localization to chromosome, centromeric region
      1 GO:0071462	cellular response to water stimulus
      1 GO:0071464	cellular response to hydrostatic pressure
      1 GO:0071476	cellular hypotonic response
      1 GO:0071490	cellular response to far red light
      1 GO:0071491	cellular response to red light
      1 GO:0071501	cellular response to sterol depletion
      1 GO:0071515	genetic imprinting at mating-type locus
      1 GO:0071521	Cdc42 GTPase complex
      1 GO:0071535	RING-like zinc finger domain binding
      1 GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e
      1 GO:0071545	inositol phosphate catabolic process
      1 GO:0071549	cellular response to dexamethasone stimulus
      1 GO:0071561	nucleus-vacuole junction
      1 GO:0071566	UFM1 activating enzyme activity
      1 GO:0071577	zinc ion transmembrane transport
      1 GO:0071585	detoxification of cadmium ion
      1 GO:0071589	pyridine nucleoside biosynthetic process
      1 GO:0071590	nicotinamide riboside biosynthetic process
      1 GO:0071591	nicotinic acid riboside metabolic process
      1 GO:0071592	nicotinic acid riboside biosynthetic process
      1 GO:0071618	lysophosphatidylethanolamine acyltransferase activity
      1 GO:0071619	phosphorylation of RNA polymerase II C-terminal domain serine 2 residues
      1 GO:0071620	phosphorylation of RNA polymerase II C-terminal domain serine 5 residues
      1 GO:0071621	granulocyte chemotaxis
      1 GO:0071627	integral component of fungal-type vacuolar membrane
      1 GO:0071628	intrinsic component of fungal-type vacuolar membrane
      1 GO:0071640	regulation of macrophage inflammatory protein 1 alpha production
      1 GO:0071641	negative regulation of macrophage inflammatory protein 1 alpha production
      1 GO:0071643	regulation of chemokine (C-C motif) ligand 4 production
      1 GO:0071644	negative regulation of chemokine (C-C motif) ligand 4 production
      1 GO:0071649	regulation of chemokine (C-C motif) ligand 5 production
      1 GO:0071650	negative regulation of chemokine (C-C motif) ligand 5 production
      1 GO:0071671	regulation of smooth muscle cell chemotaxis
      1 GO:0071672	negative regulation of smooth muscle cell chemotaxis
      1 GO:0071680	response to indole-3-methanol
      1 GO:0071681	cellular response to indole-3-methanol
      1 GO:0071684	organism emergence from protective structure
      1 GO:0071763	nuclear membrane organization
      1 GO:0071772	response to BMP
      1 GO:0071773	cellular response to BMP stimulus
      1 GO:0071818	BAT3 complex
      1 GO:0071850	mitotic cell cycle arrest
      1 GO:0071851	mitotic G1 cell cycle arrest in response to nitrogen starvation
      1 GO:0071871	response to epinephrine
      1 GO:0071872	cellular response to epinephrine stimulus
      1 GO:0071885	N-terminal protein N-methyltransferase activity
      1 GO:0071891	N-terminal peptidyl-proline dimethylation involved in translation
      1 GO:0071917	triose-phosphate transmembrane transporter activity
      1 GO:0071918	urea transmembrane transport
      1 GO:0071922	regulation of cohesin loading
      1 GO:0071923	negative regulation of cohesin loading
      1 GO:0071932	replication fork reversal
      1 GO:0071933	Arp2/3 complex binding
      1 GO:0071940	fungal-type cell wall assembly
      1 GO:0071957	old mitotic spindle pole body
      1 GO:0071963	establishment or maintenance of cell polarity regulating cell shape
      1 GO:0071988	protein localization to spindle pole body
      1 GO:0071993	phytochelatin transport
      1 GO:0071994	phytochelatin transmembrane transport
      1 GO:0071995	phytochelatin import into vacuole
      1 GO:0071996	glutathione transmembrane import into vacuole
      1 GO:0072006	nephron development
      1 GO:0072009	nephron epithelium development
      1 GO:0072010	glomerular epithelium development
      1 GO:0072015	glomerular visceral epithelial cell development
      1 GO:0072112	glomerular visceral epithelial cell differentiation
      1 GO:0072114	pronephros morphogenesis
      1 GO:0072132	mesenchyme morphogenesis
      1 GO:0072163	mesonephric epithelium development
      1 GO:0072164	mesonephric tubule development
      1 GO:0072310	glomerular epithelial cell development
      1 GO:0072311	glomerular epithelial cell differentiation
      1 GO:0072318	clathrin coat disassembly
      1 GO:0072319	vesicle uncoating
      1 GO:0072321	chaperone-mediated protein transport
      1 GO:0072338	cellular lactam metabolic process
      1 GO:0072339	cellular lactam biosynthetic process
      1 GO:0072349	modified amino acid transmembrane transporter activity
      1 GO:0072353	cellular age-dependent response to reactive oxygen species
      1 GO:0072357	PTW/PP1 phosphatase complex
      1 GO:0072364	obsolete regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter
      1 GO:0072393	microtubule anchoring at microtubule organizing center
      1 GO:0072396	response to cell cycle checkpoint signaling
      1 GO:0072402	response to DNA integrity checkpoint signaling
      1 GO:0072411	signal transduction involved in meiotic cell cycle checkpoint
      1 GO:0072423	response to DNA damage checkpoint signaling
      1 GO:0072425	signal transduction involved in G2 DNA damage checkpoint
      1 GO:0072428	signal transduction involved in intra-S DNA damage checkpoint
      1 GO:0072429	response to intra-S DNA damage checkpoint signaling
      1 GO:0072437	signal transduction involved in DNA replication checkpoint
      1 GO:0072443	signal transduction involved in mitotic DNA replication checkpoint
      1 GO:0072462	signal transduction involved in meiotic recombination checkpoint
      1 GO:0072490	toluene-containing compound metabolic process
      1 GO:0072491	toluene-containing compound catabolic process
      1 GO:0072529	pyrimidine-containing compound catabolic process
      1 GO:0072531	pyrimidine-containing compound transmembrane transport
      1 GO:0072538	T-helper 17 type immune response
      1 GO:0072539	T-helper 17 cell differentiation
      1 GO:0072540	T-helper 17 cell lineage commitment
      1 GO:0072546	ER membrane protein complex
      1 GO:0072553	terminal button organization
      1 GO:0072596	establishment of protein localization to chloroplast
      1 GO:0072598	protein localization to chloroplast
      1 GO:0072658	maintenance of protein location in membrane
      1 GO:0072660	maintenance of protein location in plasma membrane
      1 GO:0072669	tRNA-splicing ligase complex
      1 GO:0072670	mitochondrial tRNA threonylcarbamoyladenosine modification
      1 GO:0072671	mitochondria-associated ubiquitin-dependent protein catabolic process
      1 GO:0072757	cellular response to camptothecin
      1 GO:0075259	spore-bearing structure development
      1 GO:0080001	mucilage extrusion from seed coat
      1 GO:0080036	regulation of cytokinin-activated signaling pathway
      1 GO:0080037	negative regulation of cytokinin-activated signaling pathway
      1 GO:0080050	regulation of seed development
      1 GO:0080095	phosphatidylethanolamine-sterol O-acyltransferase activity
      1 GO:0080096	phosphatidate-sterol O-acyltransferase activity
      1 GO:0080119	ER body organization
      1 GO:0080177	plastoglobule organization
      1 GO:0080183	response to photooxidative stress
      1 GO:0086001	cardiac muscle cell action potential
      1 GO:0086002	cardiac muscle cell action potential involved in contraction
      1 GO:0086003	cardiac muscle cell contraction
      1 GO:0086014	atrial cardiac muscle cell action potential
      1 GO:0086019	cell-cell signaling involved in cardiac conduction
      1 GO:0086026	atrial cardiac muscle cell to AV node cell signaling
      1 GO:0086065	cell communication involved in cardiac conduction
      1 GO:0086066	atrial cardiac muscle cell to AV node cell communication
      1 GO:0089701	U2AF complex
      1 GO:0089721	phosphoenolpyruvate transmembrane transporter activity
      1 GO:0089722	phosphoenolpyruvate transmembrane transport
      1 GO:0090030	regulation of steroid hormone biosynthetic process
      1 GO:0090031	positive regulation of steroid hormone biosynthetic process
      1 GO:0090034	regulation of chaperone-mediated protein complex assembly
      1 GO:0090035	positive regulation of chaperone-mediated protein complex assembly
      1 GO:0090036	regulation of protein kinase C signaling
      1 GO:0090038	negative regulation of protein kinase C signaling
      1 GO:0090056	regulation of chlorophyll metabolic process
      1 GO:0090079	translation regulator activity, nucleic acid binding
      1 GO:0090086	negative regulation of protein deubiquitination
      1 GO:0090088	regulation of oligopeptide transport
      1 GO:0090089	regulation of dipeptide transport
      1 GO:0090090	negative regulation of canonical Wnt signaling pathway
      1 GO:0090109	regulation of cell-substrate junction assembly
      1 GO:0090113	regulation of ER to Golgi vesicle-mediated transport by GTP hydrolysis
      1 GO:0090131	mesenchyme migration
      1 GO:0090135	actin filament branching
      1 GO:0090140	regulation of mitochondrial fission
      1 GO:0090141	positive regulation of mitochondrial fission
      1 GO:0090148	membrane fission
      1 GO:0090151	establishment of protein localization to mitochondrial membrane
      1 GO:0090155	negative regulation of sphingolipid biosynthetic process
      1 GO:0090160	Golgi to lysosome transport
      1 GO:0090161	Golgi ribbon formation
      1 GO:0090162	establishment of epithelial cell polarity
      1 GO:0090166	Golgi disassembly
      1 GO:0090169	regulation of spindle assembly
      1 GO:0090186	regulation of pancreatic juice secretion
      1 GO:0090188	negative regulation of pancreatic juice secretion
      1 GO:0090199	regulation of release of cytochrome c from mitochondria
      1 GO:0090201	negative regulation of release of cytochrome c from mitochondria
      1 GO:0090204	protein localization to nuclear pore
      1 GO:0090209	negative regulation of triglyceride metabolic process
      1 GO:0090224	regulation of spindle organization
      1 GO:0090240	positive regulation of histone H4 acetylation
      1 GO:0090262	regulation of transcription-coupled nucleotide-excision repair
      1 GO:0090278	negative regulation of peptide hormone secretion
      1 GO:0090279	regulation of calcium ion import
      1 GO:0090280	positive regulation of calcium ion import
      1 GO:0090303	positive regulation of wound healing
      1 GO:0090312	positive regulation of protein deacetylation
      1 GO:0090314	positive regulation of protein targeting to membrane
      1 GO:0090317	negative regulation of intracellular protein transport
      1 GO:0090322	regulation of superoxide metabolic process
      1 GO:0090325	regulation of locomotion involved in locomotory behavior
      1 GO:0090334	regulation of cell wall (1->3)-beta-D-glucan biosynthetic process
      1 GO:0090344	negative regulation of cell aging
      1 GO:0090354	regulation of auxin metabolic process
      1 GO:0090368	regulation of ornithine metabolic process
      1 GO:0090369	ornithine carbamoyltransferase inhibitor activity
      1 GO:0090383	phagosome acidification
      1 GO:0090385	phagosome-lysosome fusion
      1 GO:0090386	phagosome maturation involved in apoptotic cell clearance
      1 GO:0090387	phagolysosome assembly involved in apoptotic cell clearance
      1 GO:0090389	phagosome-lysosome fusion involved in apoptotic cell clearance
      1 GO:0090399	replicative senescence
      1 GO:0090480	purine nucleotide-sugar transmembrane transport
      1 GO:0090482	vitamin transmembrane transporter activity
      1 GO:0090527	actin filament reorganization
      1 GO:0090529	cell septum assembly
      1 GO:0090537	CERF complex
      1 GO:0090541	MIT domain binding
      1 GO:0090549	response to carbon starvation
      1 GO:0090598	male anatomical structure morphogenesis
      1 GO:0090615	mitochondrial mRNA processing
      1 GO:0090626	plant epidermis morphogenesis
      1 GO:0090630	activation of GTPase activity
      1 GO:0090656	t-circle formation
      1 GO:0090660	cerebrospinal fluid circulation
      1 GO:0090701	specification of plant organ identity
      1 GO:0090737	telomere maintenance via telomere trimming
      1 GO:0095500	acetylcholine receptor signaling pathway
      1 GO:0097002	mitochondrial inner boundary membrane
      1 GO:0097051	establishment of protein localization to endoplasmic reticulum membrane
      1 GO:0097052	L-kynurenine metabolic process
      1 GO:0097064	ncRNA export from nucleus
      1 GO:0097111	endoplasmic reticulum-Golgi intermediate compartment organization
      1 GO:0097120	receptor localization to synapse
      1 GO:0097124	cyclin A2-CDK2 complex
      1 GO:0097150	neuronal stem cell population maintenance
      1 GO:0097194	execution phase of apoptosis
      1 GO:0097212	lysosomal membrane organization
      1 GO:0097213	regulation of lysosomal membrane permeability
      1 GO:0097214	positive regulation of lysosomal membrane permeability
      1 GO:0097242	amyloid-beta clearance
      1 GO:0097255	R2TP complex
      1 GO:0097264	self proteolysis
      1 GO:0097268	cytoophidium
      1 GO:0097272	ammonium homeostasis
      1 GO:0097354	prenylation
      1 GO:0097361	CIA complex
      1 GO:0097362	MCM8-MCM9 complex
      1 GO:0097381	photoreceptor disc membrane
      1 GO:0097386	glial cell projection
      1 GO:0097437	maintenance of dormancy
      1 GO:0097449	astrocyte projection
      1 GO:0097450	astrocyte end-foot
      1 GO:0097451	glial limiting end-foot
      1 GO:0097452	GAIT complex
      1 GO:0097466	ubiquitin-dependent glycoprotein ERAD pathway
      1 GO:0097529	myeloid leukocyte migration
      1 GO:0097530	granulocyte migration
      1 GO:0097551	mitochondrial double-strand break repair
      1 GO:0097552	mitochondrial double-strand break repair via homologous recombination
      1 GO:0097553	calcium ion transmembrane import into cytosol
      1 GO:0097574	lateral part of cell
      1 GO:0097575	lateral cell cortex
      1 GO:0097602	cullin family protein binding
      1 GO:0097623	potassium ion export across plasma membrane
      1 GO:0097696	receptor signaling pathway via STAT
      1 GO:0097720	calcineurin-mediated signaling
      1 GO:0097722	sperm motility
      1 GO:0097729	9+2 motile cilium
      1 GO:0098501	polynucleotide dephosphorylation
      1 GO:0098502	DNA dephosphorylation
      1 GO:0098532	histone H3-K27 trimethylation
      1 GO:0098544	maintenance of protein complex location
      1 GO:0098545	maintenance of protein complex location in cytoplasm
      1 GO:0098623	selenite reductase activity
      1 GO:0098625	methylselenol reductase activity
      1 GO:0098626	methylseleninic acid reductase activity
      1 GO:0098700	neurotransmitter loading into synaptic vesicle
      1 GO:0098723	skeletal muscle myofibril
      1 GO:0098728	germline stem cell asymmetric division
      1 GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules
      1 GO:0098745	Dcp1-Dcp2 complex
      1 GO:0098753	anchored component of the cytoplasmic side of the plasma membrane
      1 GO:0098770	FBXO family protein binding
      1 GO:0098849	cellular detoxification of cadmium ion
      1 GO:0098935	dendritic transport
      1 GO:0098937	anterograde dendritic transport
      1 GO:0098971	anterograde dendritic transport of neurotransmitter receptor complex
      1 GO:0099020	perinuclear endoplasmic reticulum lumen
      1 GO:0099021	cortical endoplasmic reticulum lumen
      1 GO:0099022	vesicle tethering
      1 GO:0099053	activating signal cointegrator 1 complex
      1 GO:0099094	ligand-gated cation channel activity
      1 GO:0099116	tRNA 5'-end processing
      1 GO:0099122	RNA polymerase II C-terminal domain binding
      1 GO:0099134	chimeric sorocarp development
      1 GO:0099135	chimeric colonial development
      1 GO:0099136	chimeric non-reproductive fruiting body development
      1 GO:0099139	cheating during chimeric sorocarp development
      1 GO:0099172	presynapse organization
      1 GO:0099514	synaptic vesicle cytoskeletal transport
      1 GO:0099515	actin filament-based transport
      1 GO:0099517	synaptic vesicle transport along microtubule
      1 GO:0099522	region of cytosol
      1 GO:0099523	presynaptic cytosol
      1 GO:0099524	postsynaptic cytosol
      1 GO:0101003	ficolin-1-rich granule membrane
      1 GO:0101016	FMN-binding domain binding
      1 GO:0106057	negative regulation of calcineurin-mediated signaling
      1 GO:0106058	positive regulation of calcineurin-mediated signaling
      1 GO:0106111	regulation of mitotic cohesin ssDNA (lagging strand) loading
      1 GO:0106112	negative regulation of mitotic cohesin ssDNA (lagging strand) loading
      1 GO:0106118	regulation of sterol biosynthetic process
      1 GO:0110020	regulation of actomyosin structure organization
      1 GO:0110025	DNA strand resection involved in replication fork processing
      1 GO:0110026	regulation of DNA strand resection involved in replication fork processing
      1 GO:0110027	negative regulation of DNA strand resection involved in replication fork processing
      1 GO:0110029	negative regulation of meiosis I
      1 GO:0120029	proton export across plasma membrane
      1 GO:0120034	positive regulation of plasma membrane bounded cell projection assembly
      1 GO:0120108	DNA-3'-diphospho-5'-guanosine diphosphatase
      1 GO:0140035	ubiquitination-like modification-dependent protein binding
      1 GO:0140036	ubiquitin-dependent protein binding
      1 GO:0140103	catalytic activity, acting on a glycoprotein
      1 GO:0140146	calcium ion import into vacuole
      1 GO:1900018	phosphorylation of RNA polymerase II C-terminal domain serine 5 residues involved in recruitment of mRNA capping enzyme to RNA polymerase II holoenzyme complex
      1 GO:1900024	regulation of substrate adhesion-dependent cell spreading
      1 GO:1900025	negative regulation of substrate adhesion-dependent cell spreading
      1 GO:1900037	regulation of cellular response to hypoxia
      1 GO:1900039	positive regulation of cellular response to hypoxia
      1 GO:1900044	regulation of protein K63-linked ubiquitination
      1 GO:1900045	negative regulation of protein K63-linked ubiquitination
      1 GO:1900046	regulation of hemostasis
      1 GO:1900049	regulation of histone exchange
      1 GO:1900050	negative regulation of histone exchange
      1 GO:1900055	regulation of leaf senescence
      1 GO:1900057	positive regulation of leaf senescence
      1 GO:1900060	negative regulation of ceramide biosynthetic process
      1 GO:1900077	negative regulation of cellular response to insulin stimulus
      1 GO:1900117	regulation of execution phase of apoptosis
      1 GO:1900118	negative regulation of execution phase of apoptosis
      1 GO:1900181	negative regulation of protein localization to nucleus
      1 GO:1900187	regulation of cell adhesion involved in single-species biofilm formation
      1 GO:1900189	positive regulation of cell adhesion involved in single-species biofilm formation
      1 GO:1900196	regulation of penicillin biosynthetic process
      1 GO:1900198	positive regulation of penicillin biosynthetic process
      1 GO:1900231	regulation of single-species biofilm formation on inanimate substrate
      1 GO:1900233	positive regulation of single-species biofilm formation on inanimate substrate
      1 GO:1900363	regulation of mRNA polyadenylation
      1 GO:1900364	negative regulation of mRNA polyadenylation
