      1 GO:0000027	ribosomal large subunit assembly
      1 GO:0016879	ligase activity, forming carbon-nitrogen bonds
      1 GO:0016881	acid-amino acid ligase activity
      1 GO:0016885	ligase activity, forming carbon-carbon bonds
      1 GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters
      1 GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters
      1 GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors
      1 GO:0016971	flavin-linked sulfhydryl oxidase activity
      1 GO:0016972	thiol oxidase activity
      1 GO:0017001	antibiotic catabolic process
      1 GO:0017016	Ras GTPase binding
      1 GO:0017038	protein import
      1 GO:0017069	snRNA binding
      1 GO:0017070	U6 snRNA binding
      1 GO:0017089	glycolipid transfer activity
      1 GO:0017101	aminoacyl-tRNA synthetase multienzyme complex
      1 GO:0017102	methionyl glutamyl tRNA synthetase complex
      1 GO:0017126	nucleologenesis
      1 GO:0017137	Rab GTPase binding
      1 GO:0017148	negative regulation of translation
      1 GO:0017157	regulation of exocytosis
      1 GO:0018024	histone-lysine N-methyltransferase activity
      1 GO:0018065	obsolete protein-cofactor linkage
      1 GO:0018196	peptidyl-asparagine modification
      1 GO:0018272	protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine
      1 GO:0018279	protein N-linked glycosylation via asparagine
      1 GO:0018345	protein palmitoylation
      1 GO:0018352	protein-pyridoxal-5-phosphate linkage
      1 GO:0019068	virion assembly
      1 GO:0019072	viral genome packaging
      1 GO:0019074	viral RNA genome packaging
      1 GO:0019079	viral genome replication
      1 GO:0019098	reproductive behavior
      1 GO:0019184	nonribosomal peptide biosynthetic process
      1 GO:0019199	transmembrane receptor protein kinase activity
      1 GO:0019202	amino acid kinase activity
      1 GO:0019319	hexose biosynthetic process
      1 GO:0019336	phenol-containing compound catabolic process
      1 GO:0019343	cysteine biosynthetic process via cystathionine
      1 GO:0019344	cysteine biosynthetic process
      1 GO:0019346	transsulfuration
      1 GO:0019362	pyridine nucleotide metabolic process
      1 GO:0019369	arachidonic acid metabolic process
      1 GO:0019400	alditol metabolic process
      1 GO:0019405	alditol catabolic process
      1 GO:0019430	removal of superoxide radicals
      1 GO:0019509	L-methionine salvage from methylthioadenosine
      1 GO:0019563	glycerol catabolic process
      1 GO:0019627	urea metabolic process
      1 GO:0019674	NAD metabolic process
      1 GO:0019730	antimicrobial humoral response
      1 GO:0019751	polyol metabolic process
      1 GO:0019755	one-carbon compound transport
      1 GO:0019825	oxygen binding
      1 GO:0019856	pyrimidine nucleobase biosynthetic process
      1 GO:0019901	protein kinase binding
      1 GO:0019902	phosphatase binding
      1 GO:0019903	protein phosphatase binding
      1 GO:0019904	protein domain specific binding
      1 GO:0019905	syntaxin binding
      1 GO:0021549	cerebellum development
      1 GO:0021695	cerebellar cortex development
      1 GO:0022037	metencephalon development
      1 GO:0022405	hair cycle process
      1 GO:0022406	membrane docking
      1 GO:0022616	DNA strand elongation
      1 GO:0022804	active transmembrane transporter activity
      1 GO:0022900	electron transport chain
      1 GO:0022904	respiratory electron transport chain
      1 GO:0023014	signal transduction by protein phosphorylation
      1 GO:0030003	cellular cation homeostasis
      1 GO:0030031	cell projection assembly
      1 GO:0030036	actin cytoskeleton organization
      1 GO:0030054	cell junction
      1 GO:0030098	lymphocyte differentiation
      1 GO:0030111	regulation of Wnt signaling pathway
      1 GO:0030134	COPII-coated ER to Golgi transport vesicle
      1 GO:0030135	coated vesicle
      1 GO:0030148	sphingolipid biosynthetic process
      1 GO:0030153	bacteriocin immunity
      1 GO:0030173	integral component of Golgi membrane
      1 GO:0030177	positive regulation of Wnt signaling pathway
      1 GO:0030217	T cell differentiation
      1 GO:0030278	regulation of ossification
      1 GO:0030307	positive regulation of cell growth
      1 GO:0030312	external encapsulating structure
      1 GO:0030330	DNA damage response, signal transduction by p53 class mediator
      1 GO:0030424	axon
      1 GO:0030435	sporulation resulting in formation of a cellular spore
      1 GO:0030436	asexual sporulation
      1 GO:0030488	tRNA methylation
      1 GO:0030515	snoRNA binding
      1 GO:0030532	small nuclear ribonucleoprotein complex
      1 GO:0030627	pre-mRNA 5'-splice site binding
      1 GO:0030629	U6 snRNA 3'-end binding
      1 GO:0030667	secretory granule membrane
      1 GO:0030687	preribosome, large subunit precursor
      1 GO:0030707	ovarian follicle cell development
      1 GO:0030811	regulation of nucleotide catabolic process
      1 GO:0030813	positive regulation of nucleotide catabolic process
      1 GO:0030855	epithelial cell differentiation
      1 GO:0030856	regulation of epithelial cell differentiation
      1 GO:0030857	negative regulation of epithelial cell differentiation
      1 GO:0030867	rough endoplasmic reticulum membrane
      1 GO:0030879	mammary gland development
      1 GO:0030888	regulation of B cell proliferation
      1 GO:0030890	positive regulation of B cell proliferation
      1 GO:0030902	hindbrain development
      1 GO:0030968	endoplasmic reticulum unfolded protein response
      1 GO:0031000	response to caffeine
      1 GO:0031060	regulation of histone methylation
      1 GO:0031062	positive regulation of histone methylation
      1 GO:0031098	stress-activated protein kinase signaling cascade
      1 GO:0031101	fin regeneration
      1 GO:0031110	regulation of microtubule polymerization or depolymerization
      1 GO:0031112	positive regulation of microtubule polymerization or depolymerization
      1 GO:0031113	regulation of microtubule polymerization
      1 GO:0031116	positive regulation of microtubule polymerization
      1 GO:0031127	alpha-(1,2)-fucosyltransferase activity
      1 GO:0031167	rRNA methylation
      1 GO:0031201	SNARE complex
      1 GO:0031228	intrinsic component of Golgi membrane
      1 GO:0031267	small GTPase binding
      1 GO:0031301	integral component of organelle membrane
      1 GO:0031371	ubiquitin conjugating enzyme complex
      1 GO:0031406	carboxylic acid binding
      1 GO:0031434	mitogen-activated protein kinase kinase binding
      1 GO:0031490	chromatin DNA binding
      1 GO:0031491	nucleosome binding
      1 GO:0031498	chromatin disassembly
      1 GO:0031505	fungal-type cell wall organization
      1 GO:0031514	motile cilium
      1 GO:0031519	PcG protein complex
      1 GO:0031640	killing of cells of other organism
      1 GO:0031647	regulation of protein stability
      1 GO:0031664	regulation of lipopolysaccharide-mediated signaling pathway
      1 GO:0031666	positive regulation of lipopolysaccharide-mediated signaling pathway
      1 GO:0031957	very long-chain fatty acid-CoA ligase activity
      1 GO:0031960	response to corticosteroid
      1 GO:0031970	organelle envelope lumen
      1 GO:0031983	vesicle lumen
      1 GO:0031985	Golgi cisterna
      1 GO:0032006	regulation of TOR signaling
      1 GO:0032008	positive regulation of TOR signaling
      1 GO:0032088	negative regulation of NF-kappaB transcription factor activity
      1 GO:0032103	positive regulation of response to external stimulus
      1 GO:0032147	activation of protein kinase activity
      1 GO:0032156	septin cytoskeleton
      1 GO:0032168	hyphal septin ring
      1 GO:0032182	ubiquitin-like protein binding
      1 GO:0032183	SUMO binding
      1 GO:0032231	regulation of actin filament bundle assembly
      1 GO:0032232	negative regulation of actin filament bundle assembly
      1 GO:0032271	regulation of protein polymerization
      1 GO:0032273	positive regulation of protein polymerization
      1 GO:0032299	ribonuclease H2 complex
      1 GO:0032303	regulation of icosanoid secretion
      1 GO:0032305	positive regulation of icosanoid secretion
      1 GO:0032306	regulation of prostaglandin secretion
      1 GO:0032308	positive regulation of prostaglandin secretion
      1 GO:0032355	response to estradiol
      1 GO:0032364	oxygen homeostasis
      1 GO:0032365	intracellular lipid transport
      1 GO:0032368	regulation of lipid transport
      1 GO:0032370	positive regulation of lipid transport
      1 GO:0032388	positive regulation of intracellular transport
      1 GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process
      1 GO:0032451	demethylase activity
      1 GO:0032456	endocytic recycling
      1 GO:0032479	regulation of type I interferon production
      1 GO:0032480	negative regulation of type I interferon production
      1 GO:0032505	reproduction of a single-celled organism
      1 GO:0032509	endosome transport via multivesicular body sorting pathway
      1 GO:0032510	endosome to lysosome transport via multivesicular body sorting pathway
      1 GO:0032570	response to progesterone
      1 GO:0032572	response to menaquinone
      1 GO:0032588	trans-Golgi network membrane
      1 GO:0032680	regulation of tumor necrosis factor production
      1 GO:0032760	positive regulation of tumor necrosis factor production
      1 GO:0032763	regulation of mast cell cytokine production
      1 GO:0032764	negative regulation of mast cell cytokine production
      1 GO:0032774	RNA biosynthetic process
      1 GO:0032785	negative regulation of DNA-templated transcription, elongation
      1 GO:0032786	positive regulation of DNA-templated transcription, elongation
      1 GO:0032868	response to insulin
      1 GO:0032872	regulation of stress-activated MAPK cascade
      1 GO:0032874	positive regulation of stress-activated MAPK cascade
      1 GO:0032875	regulation of DNA endoreduplication
      1 GO:0032886	regulation of microtubule-based process
      1 GO:0032890	regulation of organic acid transport
      1 GO:0032892	positive regulation of organic acid transport
      1 GO:0032897	negative regulation of viral transcription
      1 GO:0032933	SREBP signaling pathway
      1 GO:0032934	sterol binding
      1 GO:0032944	regulation of mononuclear cell proliferation
      1 GO:0032946	positive regulation of mononuclear cell proliferation
      1 GO:0032956	regulation of actin cytoskeleton organization
      1 GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter
      1 GO:0032970	regulation of actin filament-based process
      1 GO:0032986	protein-DNA complex disassembly
      1 GO:0033003	regulation of mast cell activation
      1 GO:0033004	negative regulation of mast cell activation
      1 GO:0033006	regulation of mast cell activation involved in immune response
      1 GO:0033007	negative regulation of mast cell activation involved in immune response
      1 GO:0033013	tetrapyrrole metabolic process
      1 GO:0033015	tetrapyrrole catabolic process
      1 GO:0033032	regulation of myeloid cell apoptotic process
      1 GO:0033033	negative regulation of myeloid cell apoptotic process
      1 GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane
      1 GO:0033119	negative regulation of RNA splicing
      1 GO:0033135	regulation of peptidyl-serine phosphorylation
      1 GO:0033138	positive regulation of peptidyl-serine phosphorylation
      1 GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway
      1 GO:0033146	regulation of intracellular estrogen receptor signaling pathway
      1 GO:0033197	response to vitamin E
      1 GO:0033267	obsolete axon part
      1 GO:0033293	monocarboxylic acid binding
      1 GO:0033301	cell cycle comprising mitosis without cytokinesis
      1 GO:0033483	gas homeostasis
      1 GO:0033503	HULC complex
      1 GO:0033553	rDNA heterochromatin
      1 GO:0033567	DNA replication, Okazaki fragment processing
      1 GO:0033591	response to L-ascorbic acid
      1 GO:0033592	RNA strand annealing activity
      1 GO:0033750	ribosome localization
      1 GO:0033962	P-body assembly
      1 GO:0034011	L-cysteate sulfo-lyase activity
      1 GO:0034021	response to silicon dioxide
      1 GO:0034067	protein localization to Golgi apparatus
      1 GO:0034101	erythrocyte homeostasis
      1 GO:0034121	regulation of toll-like receptor signaling pathway
      1 GO:0034123	positive regulation of toll-like receptor signaling pathway
      1 GO:0034155	regulation of toll-like receptor 7 signaling pathway
      1 GO:0034157	positive regulation of toll-like receptor 7 signaling pathway
      1 GO:0034163	regulation of toll-like receptor 9 signaling pathway
      1 GO:0034165	positive regulation of toll-like receptor 9 signaling pathway
      1 GO:0034214	protein hexamerization
      1 GO:0034244	negative regulation of transcription elongation from RNA polymerase II promoter
      1 GO:0034249	negative regulation of cellular amide metabolic process
      1 GO:0034284	response to monosaccharide
      1 GO:0034306	regulation of sexual sporulation
      1 GO:0034337	RNA folding
      1 GO:0034340	response to type I interferon
      1 GO:0034381	plasma lipoprotein particle clearance
      1 GO:0034383	low-density lipoprotein particle clearance
      1 GO:0034391	regulation of smooth muscle cell apoptotic process
      1 GO:0034393	positive regulation of smooth muscle cell apoptotic process
      1 GO:0034395	regulation of transcription from RNA polymerase II promoter in response to iron
      1 GO:0034399	nuclear periphery
      1 GO:0034455	t-UTP complex
      1 GO:0034471	ncRNA 5'-end processing
      1 GO:0034502	protein localization to chromosome
      1 GO:0034511	U3 snoRNA binding
      1 GO:0034605	cellular response to heat
      1 GO:0034620	cellular response to unfolded protein
      1 GO:0034656	nucleobase-containing small molecule catabolic process
      1 GO:0034661	ncRNA catabolic process
      1 GO:0034708	methyltransferase complex
      1 GO:0034724	DNA replication-independent nucleosome organization
      1 GO:0034762	regulation of transmembrane transport
      1 GO:0034764	positive regulation of transmembrane transport
      1 GO:0034774	secretory granule lumen
      1 GO:0034982	mitochondrial protein processing
      1 GO:0035039	male pronucleus assembly
      1 GO:0035041	sperm chromatin decondensation
      1 GO:0035092	sperm chromatin condensation
      1 GO:0035094	response to nicotine
      1 GO:0035097	histone methyltransferase complex
      1 GO:0035098	ESC/E(Z) complex
      1 GO:0035103	sterol regulatory element binding protein cleavage
      1 GO:0035162	embryonic hemopoiesis
      1 GO:0035186	syncytial blastoderm mitotic cell cycle
      1 GO:0035206	regulation of hemocyte proliferation
      1 GO:0035336	long-chain fatty-acyl-CoA metabolic process
      1 GO:0035337	fatty-acyl-CoA metabolic process
      1 GO:0035338	long-chain fatty-acyl-CoA biosynthetic process
      1 GO:0035368	selenocysteine insertion sequence binding
      1 GO:0035383	thioester metabolic process
      1 GO:0035384	thioester biosynthetic process
      1 GO:0035513	oxidative RNA demethylation
      1 GO:0035515	oxidative RNA demethylase activity
      1 GO:0035523	protein K29-linked deubiquitination
      1 GO:0035553	oxidative single-stranded RNA demethylation
      1 GO:0035579	specific granule membrane
      1 GO:0035621	ER to Golgi ceramide transport
      1 GO:0035627	ceramide transport
      1 GO:0035710	CD4-positive, alpha-beta T cell activation
      1 GO:0035800	deubiquitinase activator activity
      1 GO:0035861	site of double-strand break
      1 GO:0035871	protein K11-linked deubiquitination
      1 GO:0035900	response to isolation stress
      1 GO:0035902	response to immobilization stress
      1 GO:0035983	response to trichostatin A
      1 GO:0035984	cellular response to trichostatin A
      1 GO:0036002	pre-mRNA binding
      1 GO:0036065	fucosylation
      1 GO:0036126	sperm flagellum
      1 GO:0036176	response to neutral pH
      1 GO:0036177	filamentous growth of a population of unicellular organisms in response to pH
      1 GO:0036178	filamentous growth of a population of unicellular organisms in response to neutral pH
      1 GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus
      1 GO:0036244	cellular response to neutral pH
      1 GO:0036270	response to diuretic
      1 GO:0036296	response to increased oxygen levels
      1 GO:0036333	hepatocyte homeostasis
      1 GO:0036473	cell death in response to oxidative stress
      1 GO:0036501	UFD1-NPL4 complex
      1 GO:0036513	Derlin-1 retrotranslocation complex
      1 GO:0038001	paracrine signaling
      1 GO:0038023	signaling receptor activity
      1 GO:0038171	cannabinoid signaling pathway
      1 GO:0039531	regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway
      1 GO:0039532	negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway
      1 GO:0039535	regulation of RIG-I signaling pathway
      1 GO:0039536	negative regulation of RIG-I signaling pathway
      1 GO:0040014	regulation of multicellular organism growth
      1 GO:0040018	positive regulation of multicellular organism growth
      1 GO:0040029	regulation of gene expression, epigenetic
      1 GO:0042023	DNA endoreduplication
      1 GO:0042035	regulation of cytokine biosynthetic process
      1 GO:0042054	histone methyltransferase activity
      1 GO:0042063	gliogenesis
      1 GO:0042108	positive regulation of cytokine biosynthetic process
      1 GO:0042110	T cell activation
      1 GO:0042133	neurotransmitter metabolic process
      1 GO:0042136	neurotransmitter biosynthetic process
      1 GO:0042157	lipoprotein metabolic process
      1 GO:0042158	lipoprotein biosynthetic process
      1 GO:0042167	heme catabolic process
      1 GO:0042168	heme metabolic process
      1 GO:0042173	regulation of sporulation resulting in formation of a cellular spore
      1 GO:0042174	negative regulation of sporulation resulting in formation of a cellular spore
      1 GO:0042177	negative regulation of protein catabolic process
      1 GO:0042246	tissue regeneration
      1 GO:0042255	ribosome assembly
      1 GO:0042273	ribosomal large subunit biogenesis
      1 GO:0042288	MHC class I protein binding
      1 GO:0042289	MHC class II protein binding
      1 GO:0042311	vasodilation
      1 GO:0042364	water-soluble vitamin biosynthetic process
      1 GO:0042379	chemokine receptor binding
      1 GO:0042401	cellular biogenic amine biosynthetic process
      1 GO:0042407	cristae formation
      1 GO:0042430	indole-containing compound metabolic process
      1 GO:0042435	indole-containing compound biosynthetic process
      1 GO:0042440	pigment metabolic process
      1 GO:0042546	cell wall biogenesis
      1 GO:0042558	pteridine-containing compound metabolic process
      1 GO:0042559	pteridine-containing compound biosynthetic process
      1 GO:0042581	specific granule
      1 GO:0042633	hair cycle
      1 GO:0042645	mitochondrial nucleoid
      1 GO:0042726	flavin-containing compound metabolic process
      1 GO:0042728	flavin-containing compound catabolic process
      1 GO:0042737	drug catabolic process
      1 GO:0042744	hydrogen peroxide catabolic process
      1 GO:0042752	regulation of circadian rhythm
      1 GO:0042756	drinking behavior
      1 GO:0042763	intracellular immature spore
      1 GO:0042764	ascospore-type prospore
      1 GO:0042770	signal transduction in response to DNA damage
      1 GO:0042887	amide transmembrane transporter activity
      1 GO:0042975	peroxisome proliferator activated receptor binding
      1 GO:0043001	Golgi to plasma membrane protein transport
      1 GO:0043023	ribosomal large subunit binding
      1 GO:0043030	regulation of macrophage activation
      1 GO:0043038	amino acid activation
      1 GO:0043039	tRNA aminoacylation
      1 GO:0043087	regulation of GTPase activity
      1 GO:0043094	cellular metabolic compound salvage
      1 GO:0043102	amino acid salvage
      1 GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
      1 GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling
      1 GO:0043130	ubiquitin binding
      1 GO:0043137	DNA replication, removal of RNA primer
      1 GO:0043157	response to cation stress
      1 GO:0043177	organic acid binding
      1 GO:0043196	varicosity
      1 GO:0043204	perikaryon
      1 GO:0043248	proteasome assembly
      1 GO:0043279	response to alkaloid
      1 GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
      1 GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process
      1 GO:0043300	regulation of leukocyte degranulation
      1 GO:0043301	negative regulation of leukocyte degranulation
      1 GO:0043304	regulation of mast cell degranulation
      1 GO:0043305	negative regulation of mast cell degranulation
      1 GO:0043367	CD4-positive, alpha-beta T cell differentiation
      1 GO:0043401	steroid hormone mediated signaling pathway
      1 GO:0043403	skeletal muscle tissue regeneration
      1 GO:0043419	urea catabolic process
      1 GO:0043457	regulation of cellular respiration
      1 GO:0043470	regulation of carbohydrate catabolic process
      1 GO:0043484	regulation of RNA splicing
      1 GO:0043506	regulation of JUN kinase activity
      1 GO:0043507	positive regulation of JUN kinase activity
      1 GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator
      1 GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator
      1 GO:0043531	ADP binding
      1 GO:0043535	regulation of blood vessel endothelial cell migration
      1 GO:0043536	positive regulation of blood vessel endothelial cell migration
      1 GO:0043543	protein acylation
      1 GO:0043547	positive regulation of GTPase activity
      1 GO:0043562	cellular response to nitrogen levels
      1 GO:0043588	skin development
      1 GO:0043605	cellular amide catabolic process
      1 GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress
      1 GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress
      1 GO:0043620	regulation of DNA-templated transcription in response to stress
      1 GO:0043621	protein self-association
      1 GO:0043627	response to estrogen
      1 GO:0043649	dicarboxylic acid catabolic process
      1 GO:0043921	modulation by host of viral transcription
      1 GO:0043922	negative regulation by host of viral transcription
      1 GO:0043928	exonucleolytic catabolism of deadenylated mRNA
      1 GO:0043934	sporulation
      1 GO:0043936	asexual sporulation resulting in formation of a cellular spore
      1 GO:0043937	regulation of sporulation
      1 GO:0043939	negative regulation of sporulation
      1 GO:0043940	regulation of sexual sporulation resulting in formation of a cellular spore
      1 GO:0043942	negative regulation of sexual sporulation resulting in formation of a cellular spore
      1 GO:0044003	modulation by symbiont of host process
      1 GO:0044036	cell wall macromolecule metabolic process
      1 GO:0044070	regulation of anion transport
      1 GO:0044106	cellular amine metabolic process
      1 GO:0044182	filamentous growth of a population of unicellular organisms
      1 GO:0044242	cellular lipid catabolic process
      1 GO:0044275	cellular carbohydrate catabolic process
      1 GO:0044304	main axon
      1 GO:0044364	disruption of cells of other organism
      1 GO:0044414	suppression of host defenses by symbiont
      1 GO:0044440	obsolete endosomal part
      1 GO:0044441	obsolete ciliary part
      1 GO:0044448	obsolete cell cortex part
      1 GO:0044455	obsolete mitochondrial membrane part
      1 GO:0044456	obsolete synapse part
      1 GO:0044524	protein sulfhydration
      1 GO:0044540	L-cystine L-cysteine-lyase (deaminating)
      1 GO:0044550	secondary metabolite biosynthetic process
      1 GO:0044728	DNA methylation or demethylation
      1 GO:0044770	cell cycle phase transition
      1 GO:0044772	mitotic cell cycle phase transition
      1 GO:0044786	cell cycle DNA replication
      1 GO:0044788	modulation by host of viral process
      1 GO:0044789	modulation by host of viral release from host cell
      1 GO:0044791	positive regulation by host of viral release from host cell
      1 GO:0044794	positive regulation by host of viral process
      1 GO:0044839	cell cycle G2/M phase transition
      1 GO:0044843	cell cycle G1/S phase transition
      1 GO:0044853	plasma membrane raft
      1 GO:0045017	glycerolipid biosynthetic process
      1 GO:0045022	early endosome to late endosome transport
      1 GO:0045069	regulation of viral genome replication
      1 GO:0045071	negative regulation of viral genome replication
      1 GO:0045087	innate immune response
      1 GO:0045117	azole transmembrane transport
      1 GO:0045120	pronucleus
      1 GO:0045121	membrane raft
      1 GO:0045202	synapse
      1 GO:0045211	postsynaptic membrane
      1 GO:0045229	external encapsulating structure organization
      1 GO:0045236	CXCR chemokine receptor binding
      1 GO:0045292	mRNA cis splicing, via spliceosome
      1 GO:0045333	cellular respiration
      1 GO:0045428	regulation of nitric oxide biosynthetic process
      1 GO:0045429	positive regulation of nitric oxide biosynthetic process
      1 GO:0045448	mitotic cell cycle, embryonic
      1 GO:0045598	regulation of fat cell differentiation
      1 GO:0045599	negative regulation of fat cell differentiation
      1 GO:0045604	regulation of epidermal cell differentiation
      1 GO:0045605	negative regulation of epidermal cell differentiation
      1 GO:0045682	regulation of epidermis development
      1 GO:0045683	negative regulation of epidermis development
      1 GO:0045765	regulation of angiogenesis
      1 GO:0045766	positive regulation of angiogenesis
      1 GO:0045776	negative regulation of blood pressure
      1 GO:0045787	positive regulation of cell cycle
      1 GO:0045814	negative regulation of gene expression, epigenetic
      1 GO:0045821	positive regulation of glycolytic process
      1 GO:0045824	negative regulation of innate immune response
      1 GO:0045833	negative regulation of lipid metabolic process
      1 GO:0045838	positive regulation of membrane potential
      1 GO:0045839	negative regulation of mitotic nuclear division
      1 GO:0045861	negative regulation of proteolysis
      1 GO:0045901	positive regulation of translational elongation
      1 GO:0045913	positive regulation of carbohydrate metabolic process
      1 GO:0045920	negative regulation of exocytosis
      1 GO:0045927	positive regulation of growth
      1 GO:0045936	negative regulation of phosphate metabolic process
      1 GO:0045943	positive regulation of transcription by RNA polymerase I
      1 GO:0046034	ATP metabolic process
      1 GO:0046112	nucleobase biosynthetic process
      1 GO:0046134	pyrimidine nucleoside biosynthetic process
      1 GO:0046149	pigment catabolic process
      1 GO:0046164	alcohol catabolic process
      1 GO:0046167	glycerol-3-phosphate biosynthetic process
      1 GO:0046174	polyol catabolic process
      1 GO:0046219	indolalkylamine biosynthetic process
      1 GO:0046324	regulation of glucose import
      1 GO:0046326	positive regulation of glucose import
      1 GO:0046328	regulation of JNK cascade
      1 GO:0046330	positive regulation of JNK cascade
      1 GO:0046340	diacylglycerol catabolic process
      1 GO:0046364	monosaccharide biosynthetic process
      1 GO:0046434	organophosphate catabolic process
      1 GO:0046451	diaminopimelate metabolic process
      1 GO:0046456	icosanoid biosynthetic process
      1 GO:0046457	prostanoid biosynthetic process
      1 GO:0046460	neutral lipid biosynthetic process
      1 GO:0046461	neutral lipid catabolic process
      1 GO:0046463	acylglycerol biosynthetic process
      1 GO:0046464	acylglycerol catabolic process
      1 GO:0046496	nicotinamide nucleotide metabolic process
      1 GO:0046503	glycerolipid catabolic process
      1 GO:0046505	sulfolipid metabolic process
      1 GO:0046506	sulfolipid biosynthetic process
      1 GO:0046522	S-methyl-5-thioribose kinase activity
      1 GO:0046540	U4/U6 x U5 tri-snRNP complex
      1 GO:0046631	alpha-beta T cell activation
      1 GO:0046632	alpha-beta T cell differentiation
      1 GO:0046649	lymphocyte activation
      1 GO:0046685	response to arsenic-containing substance
      1 GO:0046836	glycolipid transport
      1 GO:0046900	tetrahydrofolylpolyglutamate metabolic process
      1 GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process
      1 GO:0046916	cellular transition metal ion homeostasis
      1 GO:0046942	carboxylic acid transport
      1 GO:0046943	carboxylic acid transmembrane transporter activity
      1 GO:0046949	fatty-acyl-CoA biosynthetic process
      1 GO:0046974	histone methyltransferase activity (H3-K9 specific)
      1 GO:0046976	histone methyltransferase activity (H3-K27 specific)
      1 GO:0047018	indole-3-acetaldehyde reductase (NADH) activity
      1 GO:0047019	indole-3-acetaldehyde reductase (NADPH) activity
      1 GO:0047372	acylglycerol lipase activity
      1 GO:0047631	ADP-ribose diphosphatase activity
      1 GO:0047734	CDP-glycerol diphosphatase activity
      1 GO:0047874	dolichyldiphosphatase activity
      1 GO:0047982	homocysteine desulfhydrase activity
      1 GO:0048024	regulation of mRNA splicing, via spliceosome
      1 GO:0048025	negative regulation of mRNA splicing, via spliceosome
      1 GO:0048038	quinone binding
      1 GO:0048039	ubiquinone binding
      1 GO:0048146	positive regulation of fibroblast proliferation
      1 GO:0048147	negative regulation of fibroblast proliferation
      1 GO:0048229	gametophyte development
      1 GO:0048278	vesicle docking
      1 GO:0048366	leaf development
      1 GO:0048385	regulation of retinoic acid receptor signaling pathway
      1 GO:0048387	negative regulation of retinoic acid receptor signaling pathway
      1 GO:0048437	floral organ development
      1 GO:0048477	oogenesis
      1 GO:0048507	meristem development
      1 GO:0048508	embryonic meristem development
      1 GO:0048509	regulation of meristem development
      1 GO:0048514	blood vessel morphogenesis
      1 GO:0048515	spermatid differentiation
      1 GO:0048520	positive regulation of behavior
      1 GO:0048531	beta-1,3-galactosyltransferase activity
      1 GO:0048532	anatomical structure arrangement
      1 GO:0048566	embryonic digestive tract development
      1 GO:0048580	regulation of post-embryonic development
      1 GO:0048582	positive regulation of post-embryonic development
      1 GO:0048588	developmental cell growth
      1 GO:0048611	embryonic ectodermal digestive tract development
      1 GO:0048638	regulation of developmental growth
      1 GO:0048639	positive regulation of developmental growth
      1 GO:0048661	positive regulation of smooth muscle cell proliferation
      1 GO:0048667	cell morphogenesis involved in neuron differentiation
      1 GO:0048678	response to axon injury
      1 GO:0048679	regulation of axon regeneration
      1 GO:0048680	positive regulation of axon regeneration
      1 GO:0048759	xylem vessel member cell differentiation
      1 GO:0048773	erythrophore differentiation
      1 GO:0048825	cotyledon development
      1 GO:0048827	phyllome development
      1 GO:0048831	regulation of shoot system development
      1 GO:0048868	pollen tube development
      1 GO:0050178	phenylpyruvate tautomerase activity
      1 GO:0050373	UDP-arabinose 4-epimerase activity
      1 GO:0050434	positive regulation of viral transcription
      1 GO:0050667	homocysteine metabolic process
      1 GO:0050670	regulation of lymphocyte proliferation
      1 GO:0050671	positive regulation of lymphocyte proliferation
      1 GO:0050673	epithelial cell proliferation
      1 GO:0050678	regulation of epithelial cell proliferation
      1 GO:0050679	positive regulation of epithelial cell proliferation
      1 GO:0050684	regulation of mRNA processing
      1 GO:0050686	negative regulation of mRNA processing
      1 GO:0050687	negative regulation of defense response to virus
      1 GO:0050688	regulation of defense response to virus
      1 GO:0050707	regulation of cytokine secretion
      1 GO:0050709	negative regulation of protein secretion
      1 GO:0050714	positive regulation of protein secretion
      1 GO:0050715	positive regulation of cytokine secretion
      1 GO:0050727	regulation of inflammatory response
      1 GO:0050729	positive regulation of inflammatory response
      1 GO:0050730	regulation of peptidyl-tyrosine phosphorylation
      1 GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
      1 GO:0050773	regulation of dendrite development
      1 GO:0050795	regulation of behavior
      1 GO:0050821	protein stabilization
      1 GO:0050829	defense response to Gram-negative bacterium
